Unnamed: 0,Unnamed: 1,2019년 4월말 주민등록인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1065364,541858,523506,1049897,532206,517691,427930,15467,9652,5815
의창구,257778,131574,126204,253988,129366,124622,103921,3790,2208,1582
동읍            ,21399,10916,10483,21181,10791,10390,8702,218,125,93
북면            ,42754,21637,21117,42498,21505,20993,15758,256,132,124
대산면          ,7858,4114,3744,7500,3808,3692,3688,358,306,52
의창동          ,34847,17678,17169,34581,17576,17005,14688,266,102,164
팔룡동          ,39256,20382,18874,38150,19533,18617,14467,1106,849,257
명곡동          ,46849,23758,23091,46191,23467,22724,18362,658,291,367
봉림동          ,32564,16885,15679,31967,16624,15343,15128,597,261,336
용지동          ,32251,16204,16047,31920,16062,15858,13128,331,142,189
성산구,228864,117720,111144,224880,114873,110007,85642,3984,2847,1137
반송동          ,44140,22275,21865,43874,22157,21717,15396,266,118,148
중앙동          ,24890,13546,11344,23853,12914,10939,12870,1037,632,405
상남동          ,29701,14993,14708,29484,14899,14585,10465,217,94,123
사파동          ,48721,24321,24400,48421,24192,24229,18274,300,129,171
가음정동        ,43713,22275,21438,43251,21977,21274,15696,462,298,164
성주동          ,28146,14864,13282,27523,14316,13207,9478,623,548,75
웅남동          ,9553,5446,4107,8474,4418,4056,3463,1079,1028,51
마산합포구,182314,90990,91324,180053,89673,90380,78580,2261,1317,944
구산면          ,4769,2570,2199,4525,2342,2183,2331,244,228,16
진동면          ,13167,6777,6390,12957,6661,6296,5482,210,116,94
진북면          ,4209,2378,1831,3783,2015,1768,1804,426,363,63
진전면          ,4282,2178,2104,4162,2085,2077,2214,120,93,27
현동            ,14670,7345,7325,14559,7279,7280,5587,111,66,45
가포동          ,713,377,336,677,345,332,347,36,32,4
월영동          ,32833,16266,16567,32367,16066,16301,12270,466,200,266
문화동          ,12194,6030,6164,12085,5978,6107,5689,109,52,57
반월중앙동      ,16093,7834,8259,16017,7812,8205,6694,76,22,54
완월동          ,10049,4903,5146,10008,4893,5115,4168,41,10,31
자산동          ,11838,5807,6031,11805,5801,6004,5034,33,6,27
교방동          ,8927,4410,4517,8903,4405,4498,3563,24,5,19
노산동          ,6494,3206,3288,6458,3198,3260,2978,36,8,28
오동동          ,20848,10330,10518,20697,10275,10422,10315,151,55,96
합포동          ,7525,3820,3705,7478,3804,3674,3705,47,16,31
산호동          ,13703,6759,6944,13572,6714,6858,6399,131,45,86
마산회원구,199565,100602,98963,197425,99360,98065,81046,2140,1242,898
내서읍          ,68887,34721,34166,68448,34461,33987,24942,439,260,179
회원1동         ,11584,5768,5816,11519,5748,5771,5400,65,20,45
회원2동         ,8148,4102,4046,8127,4096,4031,3571,21,6,15
석전동          ,14373,7192,7181,14239,7138,7101,6434,134,54,80
회성동          ,6962,3565,3397,6920,3556,3364,3260,42,9,33
양덕1동         ,12249,6144,6105,12143,6084,6059,5575,106,60,46
양덕2동         ,33680,16806,16874,33539,16714,16825,11984,141,92,49
합성1동         ,9924,5056,4868,9863,5033,4830,4556,61,23,38
합성2동         ,8759,4371,4388,8546,4277,4269,4395,213,94,119
구암1동         ,10069,5038,5031,9991,5014,4977,4484,78,24,54
구암2동         ,10468,5219,5249,10318,5152,5166,4483,150,67,83
봉암동          ,4462,2620,1842,3772,2087,1685,1962,690,533,157
진해구,196843,100972,95871,193551,98934,94617,78741,3292,2038,1254
중앙동          ,8214,4278,3936,8190,4269,3921,3082,24,9,15
태평동          ,6261,3204,3057,6212,3169,3043,2772,49,35,14
충무동          ,3832,1938,1894,3807,1929,1878,1891,25,9,16
여좌동          ,9444,4700,4744,9344,4660,4684,4475,100,40,60
태백동          ,5596,2826,2770,5573,2820,2753,2773,23,6,17
경화동          ,11625,5894,5731,11557,5869,5688,4592,68,25,43
병암동          ,7958,3926,4032,7920,3916,4004,3352,38,10,28
석동            ,17898,9149,8749,17758,9072,8686,6614,140,77,63
이동            ,9201,4830,4371,9085,4782,4303,4512,116,48,68
자은동          ,21656,10766,10890,21563,10746,10817,8344,93,20,73
덕산동          ,10608,5217,5391,10565,5198,5367,4090,43,19,24
풍호동          ,26696,13339,13357,26610,13297,13313,9034,86,42,44
웅천동          ,11196,5800,5396,10876,5520,5356,4514,320,280,40
웅동1동         ,7552,4188,3364,6793,3479,3314,2701,759,709,50
웅동2동         ,39106,20917,18189,37698,20208,17490,15995,1408,709,699
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",,,,,,,,,,
