행정동,소계
합  계,1051927
의창구,266667
동읍            ,20369
북면            ,43341
대산면          ,7547
의창동          ,51270
팔룡동          ,39040
명곡동          ,43512
봉림동          ,31072
용지동          ,30516
성산구,219108
반송동          ,42435
중앙동          ,23988
상남동          ,28588
사파동          ,46305
가음정동        ,41760
성주동          ,27129
웅남동          ,8903
마산합포구,176916
구산면          ,4550
진동면          ,12625
진북면          ,3962
진전면          ,4125
현동            ,14544
가포동          ,670
월영동          ,33830
문화동          ,11563
반월중앙동      ,15181
완월동          ,9495
자산동          ,11088
교방동          ,15105
오동동          ,20079
합포동          ,7082
산호동          ,13017
마산회원구,193492
내서읍          ,65909
회원1동         ,10759
회원2동         ,8390
석전동          ,17435
회성동          ,6430
양덕1동         ,11453
양덕2동         ,32248
합성1동         ,9597
합성2동         ,8068
구암1동         ,9296
구암2동         ,9935
봉암동          ,3972
진해구,195744
충무동          ,17576
여좌동          ,8956
태백동          ,5201
경화동          ,11539
병암동          ,7589
석동            ,17577
이동            ,8691
자은동          ,21667
덕산동          ,10242
풍호동          ,26297
웅천동          ,12833
웅동1동         ,7167
웅동2동         ,40409
"   * 마산합포구 교방동 : 교방동+노산동(2020.1.1.통합) 
   * 진해구 충무동 : 중앙동+태평동+충무동(2020.1.1.통합)",
